,model,DLSTM__batch_size,DLSTM__lr,LGB__boosting_type,LGB__colsample_bytree,LGB__learning_rate,LGB__max_depth,LGB__n_estimators,LGB__num_leaves,LGB__reg_alpha,LGB__subsample,LR__fit_intercept,LSTM__batch_size,LSTM__lr,MCCNN__batch_size,MCCNN__lr,MHCNN__batch_size,MHCNN__lr,MLP__hidden_layer_sizes,N_freqs,WaveNet__batch_size,WaveNet__lr,WaveNet__n_filters,WaveNet__n_residual_blocks,n_targets,nterms,regr,stride,win_size,win_smooth,MAE_train,MAE_valid,MAE_test,RMSE_train,RMSE_valid,RMSE_test
121,config_24,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,3.0,24,10,WaveNet,1,24,8,1.6363598108291626,1.6478855609893799,1.6043906211853027,2.111345052719116,2.0504307746887207,1.9828197956085205
122,config_24,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,3.0,24,10,WaveNet,1,24,8,1.5697453022003174,1.7061959505081177,1.2987697124481201,2.09106707572937,2.0946242809295654,1.6995505094528198
123,config_24,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,3.0,24,10,WaveNet,1,24,8,1.5622317790985107,1.4037331342697144,1.405584692955017,2.0592751502990723,1.7816100120544434,1.7625352144241333
124,config_24,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,3.0,24,10,WaveNet,1,24,8,1.4817641973495483,1.2697848081588745,1.5471227169036865,1.9360586404800415,1.6662415266036987,1.8943101167678833
125,config_25,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,2,1.6706209182739258,1.6610963344573975,2.003044843673706,2.1521637439727783,2.0709877014160156,2.422819137573242
126,config_25,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,2,1.6194915771484375,1.5982919931411743,1.5694855451583862,2.1231441497802734,2.0128531455993652,1.9577288627624512
127,config_25,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,2,1.5406484603881836,1.6563103199005127,1.2685470581054688,2.0784802436828613,2.0411767959594727,1.6764322519302368
128,config_25,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,2,1.5757386684417725,1.379018783569336,1.3382306098937988,2.079211950302124,1.7562369108200073,1.6797670125961304
129,config_25,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,2,1.46427321434021,1.2470358610153198,1.4155422449111938,1.9327341318130493,1.651374340057373,1.7307807207107544
130,config_26,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.2102628955653238,1.6454077759156396,1.964793813065298,1.5606712415768473,2.1181430100274525,2.417803216052913
131,config_26,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.2053314436997935,1.7075094571506186,1.6252609045243191,1.5586094297437127,2.1711286508587397,2.0485197590008744
132,config_26,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.1763511726350087,1.8012043258641588,1.3257887571454023,1.5370871695994102,2.2191967686662033,1.7390848009863031
133,config_26,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.159925488326692,1.4799731128066713,1.4786384123648038,1.5290340638170228,1.9102134815790652,1.903612155689739
134,config_26,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.108451045727487,1.303708443543013,1.5978956932657458,1.457987210476662,1.7291487586673693,1.9579254391956427
135,config_27,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.622709194308818,1.6217876386892327,1.8518034482577437,0.8362102080905649,2.0938306457628637,2.334304638142979
136,config_27,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.6091206807405489,1.625130720082787,1.5932884727084495,0.8210084784250795,2.081400875404341,2.0347977699049546
137,config_27,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.5863487329373643,1.7283245022308027,1.3044634116195366,0.7906832133199442,2.177835557529406,1.7024992277458106
138,config_27,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.5813924254532868,1.4550862603195103,1.3617671257350377,0.7852967210777735,1.8837035073632926,1.776961633397056
139,config_27,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.5423844489635077,1.260289751422169,1.5320401269499213,0.728499363108512,1.6805891052075292,1.916519573842756
140,config_28,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,2,1.763226866722107,1.7894175052642822,2.1481738090515137,2.31083607673645,2.2520830631256104,2.614842176437378
141,config_28,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,2,1.8873496055603027,1.8437970876693726,1.851291537284851,2.344172716140747,2.257294178009033,2.242955207824707
142,config_28,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,2,1.619367241859436,1.751001000404358,1.3373761177062988,2.143347978591919,2.136646270751953,1.7439606189727783
143,config_28,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,2,1.6060017347335815,1.45021390914917,1.291541337966919,2.1240665912628174,1.8626680374145508,1.6519312858581543
144,config_28,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,2,1.4734272956848145,1.2492517232894897,1.5755020380020142,1.9482717514038086,1.6641417741775513,1.9457930326461792
145,config_29,,,,,,,,,,,,,,,,,,"(200, 200, 200, 200)",0,,,,,24,10,MLP,1,24,2,0.5017347931861877,1.8150298595428467,2.1568124294281006,0.6590831875801086,2.4074759483337402,2.754105806350708
146,config_29,,,,,,,,,,,,,,,,,,"(200, 200, 200, 200)",0,,,,,24,10,MLP,1,24,2,0.5712748765945435,1.9116276502609253,1.8564846515655518,0.7471546530723572,2.4860424995422363,2.4491915702819824
147,config_29,,,,,,,,,,,,,,,,,,"(200, 200, 200, 200)",0,,,,,24,10,MLP,1,24,2,0.5215749740600586,2.111659526824951,1.609038233757019,0.680909276008606,2.6903676986694336,2.1490156650543213
148,config_29,,,,,,,,,,,,,,,,,,"(200, 200, 200, 200)",0,,,,,24,10,MLP,1,24,2,0.5105262994766235,1.815203070640564,1.5868128538131714,0.6659647822380066,2.3703396320343018,2.1254258155822754
149,config_29,,,,,,,,,,,,,,,,,,"(200, 200, 200, 200)",0,,,,,24,10,MLP,1,24,2,0.48750296235084534,1.576233148574829,1.802389144897461,0.6338841319084167,2.117877721786499,2.34274959564209
150,config_30,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,24,10,WaveNet,1,24,2,1.6222937107086182,1.555982232093811,1.8243423700332642,2.1068074703216553,1.9557186365127563,2.209975481033325
151,config_30,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,24,10,WaveNet,1,24,2,1.6113985776901245,1.588675618171692,1.541353702545166,2.119023561477661,2.0063092708587646,1.9263206720352173
152,config_30,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,24,10,WaveNet,1,24,2,1.5664455890655518,1.6289993524551392,1.2990481853485107,2.0611209869384766,1.9986594915390015,1.679905652999878
153,config_30,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,24,10,WaveNet,1,24,2,1.5304213762283325,1.348657250404358,1.3151851892471313,2.0468177795410156,1.7345203161239624,1.6743606328964233
154,config_30,,,,,,,,,,,,,,,,,,,0,32.0,0.001,16.0,1.0,24,10,WaveNet,1,24,2,1.4708672761917114,1.270285725593567,1.4340660572052002,1.9155948162078857,1.657543659210205,1.7305694818496704
155,config_31,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,8,0.5485192537307739,1.8824200630187988,2.2614645957946777,0.7283806204795837,2.494837760925293,2.883521795272827
156,config_31,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,8,0.550540030002594,2.033975124359131,1.988314151763916,0.7220696210861206,2.644646644592285,2.583678960800171
157,config_31,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,8,0.5394827127456665,2.2681374549865723,1.674208402633667,0.7102565169334412,2.880910634994507,2.221453905105591
158,config_31,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,8,0.5437294244766235,1.9110400676727295,1.7326030731201172,0.7142111659049988,2.4697372913360596,2.4074926376342773
159,config_31,,,,,,,,,,,,,,,,,,"(500, 500, 500)",0,,,,,24,10,MLP,1,24,8,0.510328471660614,1.5811043977737427,1.9303514957427979,0.6697008609771729,2.096357583999634,2.4744656085968018
160,config_32,,,gbdt,0.8,0.1,12.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.9474007272843322,1.6012649792877682,1.8461545812131375,1.244764928535468,2.067864424678332,2.3131247043754475
161,config_32,,,gbdt,0.8,0.1,12.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.9285036475055162,1.6052583451378282,1.5784616198315102,1.2257840785329528,2.0539948277655813,2.0116602641057004
162,config_32,,,gbdt,0.8,0.1,12.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.8901895351060436,1.7064682666593778,1.2764996354937126,1.1827657642176668,2.1410480795963642,1.671429136268182
163,config_32,,,gbdt,0.8,0.1,12.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.8805122874172338,1.4252526998611155,1.3305393840023547,1.1760875532745247,1.8448316660287694,1.7300549449008609
164,config_32,,,gbdt,0.8,0.1,12.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,0.8252036819545611,1.2413569423630002,1.5146974049749362,1.096335022743943,1.6557082685630664,1.891180194171917
165,config_33,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,0.6437341285671656,1.7048406042093003,2.0174613881273276,0.8531768437631541,2.2148459083604437,2.515906009241404
166,config_33,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,0.6469006179456914,1.7699867209835227,1.6585076396194884,0.8554220085308101,2.2717473787787412,2.1280047226610272
167,config_33,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,0.6366022282698566,1.8650397052166034,1.3842814573528741,0.8487402743581298,2.335408783613931,1.8332342458143998
168,config_33,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,0.6369920069760988,1.5431613659298355,1.5323834818879618,0.8553333586789243,2.0063320701967675,2.008456425092483
169,config_33,,,gbdt,0.8,0.1,12.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,0.609142521276903,1.3401536621821466,1.6522782223087287,0.8189409293242117,1.7954183657860265,2.058995530132488
170,config_34,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.2206578677669402,1.5851314283414533,1.8497952634425394,1.5885466316128007,2.038568080727866,2.2910039882030144
171,config_34,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.2047614505471773,1.5860916536828538,1.5676498445872356,1.575906692971062,2.0213096727749473,1.9828185389392712
172,config_34,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.1562229471048273,1.6826939461562511,1.2544345400472818,1.5307962520336162,2.097559035661776,1.645106888696441
173,config_34,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.14243095272327,1.3894176868058938,1.3043586690744893,1.5195357003902599,1.791641578162477,1.6841004747266652
174,config_34,,,gbdt,0.8,0.05,12.0,200.0,16.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.0754793720229632,1.220157287237886,1.4760938542624722,1.4274877800953474,1.6228516947535367,1.8350165350048817
175,config_35,,,gbdt,0.8,0.1,6.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,0.7973587547839277,1.641680225828589,1.8790231226668965,1.0609076170495642,2.114604781527168,2.3748509503187902
176,config_35,,,gbdt,0.8,0.1,6.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,0.7875157549205967,1.6399591726487872,1.5970592773193477,1.0506511125088358,2.099116283169878,2.0344638946098454
177,config_35,,,gbdt,0.8,0.1,6.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,0.7514410683356241,1.703609421303699,1.3200513688825566,1.012875526817002,2.1465841381013027,1.7292862251563823
178,config_35,,,gbdt,0.8,0.1,6.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,0.753953597963856,1.4564891714609751,1.4127591936306274,1.0215745391831763,1.8797311891130246,1.8345442689848186
179,config_35,,,gbdt,0.8,0.1,6.0,200.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,0.6977271098551509,1.268301310788443,1.5382441643191782,0.9447347030231177,1.6823189226076702,1.9294731119547155
180,config_36,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,1,1.6393755674362183,1.576729655265808,1.8503668308258057,2.119596004486084,1.9748114347457886,2.2290589809417725
181,config_36,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,1,1.6359361410140991,1.6366853713989258,1.5731000900268555,2.1582720279693604,2.0726001262664795,1.970182180404663
182,config_36,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,1,1.5656256675720215,1.707298755645752,1.2993770837783813,2.0692293643951416,2.085153579711914,1.707934021949768
183,config_36,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,1,1.542251706123352,1.3812462091445923,1.3027960062026978,2.050461769104004,1.7862849235534668,1.646994709968567
184,config_36,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,1.0,24,10,WaveNet,1,24,1,1.499234676361084,1.264824390411377,1.5402060747146606,1.9563382863998413,1.6755417585372925,1.8540312051773071
185,config_37,32.0,0.005,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,1,1.7739070653915405,1.7762997150421143,2.0448102951049805,2.2547194957733154,2.1698050498962402,2.444847583770752
186,config_37,32.0,0.005,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,1,1.664029836654663,1.7321665287017822,1.701703667640686,2.164008378982544,2.176574230194092,2.1176443099975586
187,config_37,32.0,0.005,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,1,1.7785131931304932,1.9707492589950562,1.5423301458358765,2.353140354156494,2.396071672439575,1.9835355281829834
188,config_37,32.0,0.005,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,1,1.6822668313980103,1.5769529342651367,1.4366916418075562,2.1786041259765625,1.9794633388519287,1.7920831441879272
189,config_37,32.0,0.005,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,1,1.5296485424041748,1.3127204179763794,1.6127947568893433,2.0158441066741943,1.7352161407470703,1.947858214378357
190,config_38,32.0,0.001,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,2,1.7085156440734863,1.7137160301208496,2.0201263427734375,2.2131478786468506,2.1328630447387695,2.4238383769989014
191,config_38,32.0,0.001,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,2,1.831190586090088,1.8866915702819824,1.8396186828613281,2.467071771621704,2.429480791091919,2.3605635166168213
192,config_38,32.0,0.001,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,2,1.706220269203186,1.7462949752807617,1.41487717628479,2.2567851543426514,2.1728107929229736,1.8522355556488037
193,config_38,32.0,0.001,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,2,1.6104766130447388,1.4357759952545166,1.3509025573730469,2.1179428100585938,1.8186731338500977,1.6974037885665894
194,config_38,32.0,0.001,,,,,,,,,,32.0,0.001,,,,,,0,,,,,24,10,LSTM,1,24,2,1.5214372873306274,1.3052499294281006,1.556976556777954,1.9780755043029785,1.7016576528549194,1.8943591117858887
195,config_39,,,gbdt,0.8,0.1,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.0770864955365558,1.665948387046872,1.972853841797262,1.4085752579119133,2.1534041960128842,2.4395887114538115
196,config_39,,,gbdt,0.8,0.1,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.0734013832099483,1.720622339259831,1.6424551826227851,1.4051251060586818,2.2000206306193,2.0819073808212587
197,config_39,,,gbdt,0.8,0.1,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.0552106874517966,1.8232993478872828,1.3356825133887633,1.395828568350013,2.2610270718255645,1.7578902581040317
198,config_39,,,gbdt,0.8,0.1,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.064092154105157,1.493769825623152,1.5009860718213288,1.4186369404477488,1.9329947627424722,1.9458793148036693
199,config_39,,,gbdt,0.8,0.1,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,8,1.011515620347276,1.3078093263910595,1.6124891057663209,1.3474698826676423,1.7425547351392419,1.981945540650751
200,config_40,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,1,1.6588963270187378,1.6088248491287231,1.8924041986465454,2.134786605834961,1.9982627630233765,2.2748827934265137
201,config_40,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,1,1.630757212638855,1.6106102466583252,1.57790207862854,2.1265177726745605,2.0309011936187744,1.9653300046920776
202,config_40,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,1,1.572482943534851,1.6984295845031738,1.3018743991851807,2.0832064151763916,2.0720245838165283,1.6897071599960327
203,config_40,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,1,1.567850947380066,1.3881291151046753,1.3102073669433594,2.079784870147705,1.774695634841919,1.6506731510162354
204,config_40,,,,,,,,,,,,,,,,,,,0,32.0,0.001,8.0,1.0,24,10,WaveNet,1,24,1,1.4933334589004517,1.2624783515930176,1.4990638494491577,1.9593780040740967,1.6630284786224365,1.7981187105178833
205,config_41,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,8,1.734768271446228,1.741239070892334,2.0991973876953125,2.2565062046051025,2.173180103302002,2.5175771713256836
206,config_41,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,8,1.8329625129699707,1.8952997922897339,1.8647522926330566,2.3734233379364014,2.374701976776123,2.315471887588501
207,config_41,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,8,1.6617141962051392,1.6940770149230957,1.359320044517517,2.165050506591797,2.0726754665374756,1.7610875368118286
208,config_41,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,8,1.6258143186569214,1.489121675491333,1.3885347843170166,2.209848642349243,1.922975778579712,1.8215646743774414
209,config_41,32.0,0.005,,,,,,,,,,32.0,0.005,,,,,,0,,,,,24,10,LSTM,1,24,8,1.5719631910324097,1.3236197233200073,1.5494338274002075,2.0491621494293213,1.734532356262207,1.9245939254760742
210,config_42,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,2,1.662521481513977,1.609566330909729,1.911542296409607,2.1414668560028076,2.0119166374206543,2.299095630645752
211,config_42,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,2,1.6234239339828491,1.648974061012268,1.6113927364349365,2.103729248046875,2.0598435401916504,1.9972130060195923
212,config_42,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,2,1.5272552967071533,1.7710542678833008,1.2808399200439453,2.0658655166625977,2.1763291358947754,1.7047923803329468
213,config_42,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,2,1.5945298671722412,1.4084227085113525,1.3869168758392334,2.0748746395111084,1.7710621356964111,1.7079031467437744
214,config_42,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,2,1.4496415853500366,1.2628990411758423,1.4834809303283691,1.901113510131836,1.6688305139541626,1.803540825843811
215,config_43,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,1,1.6242091655731201,1.588160514831543,1.8936059474945068,2.0939056873321533,1.9843670129776,2.289353132247925
216,config_43,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,1,1.5842236280441284,1.6051793098449707,1.5507822036743164,2.0896973609924316,2.0324487686157227,1.9510860443115234
217,config_43,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,1,1.5220763683319092,1.7132725715637207,1.2752454280853271,2.046600580215454,2.097923517227173,1.69928777217865
218,config_43,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,1,1.5234304666519165,1.3770121335983276,1.2979154586791992,2.041182279586792,1.7819081544876099,1.650555968284607
219,config_43,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,1.0,24,10,WaveNet,1,24,1,1.4785521030426025,1.2903562784194946,1.4719370603561401,1.904863715171814,1.665444016456604,1.7553744316101074
220,config_44,32.0,0.001,,,,,,,,,,,,,,,,,0,,,,,24,10,DLSTM,1,24,8,1.8555546998977661,1.7161413431167603,2.0118460655212402,2.344285249710083,2.0985982418060303,2.4025979042053223
221,config_44,32.0,0.001,,,,,,,,,,,,,,,,,0,,,,,24,10,DLSTM,1,24,8,1.8955727815628052,1.8191382884979248,1.7303342819213867,2.3800976276397705,2.225322961807251,2.082609176635742
222,config_44,32.0,0.001,,,,,,,,,,,,,,,,,0,,,,,24,10,DLSTM,1,24,8,1.7755742073059082,2.0303421020507812,1.4578109979629517,2.331270456314087,2.465646743774414,1.901530385017395
223,config_44,32.0,0.001,,,,,,,,,,,,,,,,,0,,,,,24,10,DLSTM,1,24,8,1.709770917892456,1.4497708082199097,1.4834905862808228,2.3222882747650146,1.8750088214874268,1.922741174697876
224,config_44,32.0,0.001,,,,,,,,,,,,,,,,,0,,,,,24,10,DLSTM,1,24,8,1.613884449005127,1.355907678604126,1.7810808420181274,2.1156835556030273,1.7869304418563843,2.13761043548584
225,config_45,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,3.0,24,10,WaveNet,1,24,8,1.6953542232513428,1.6861999034881592,1.9420522451400757,2.144692897796631,2.076059579849243,2.3044424057006836
226,config_45,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,3.0,24,10,WaveNet,1,24,8,1.6425368785858154,1.6433310508728027,1.6122658252716064,2.132843017578125,2.055283784866333,2.0040667057037354
227,config_45,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,3.0,24,10,WaveNet,1,24,8,1.5417624711990356,1.6691688299179077,1.2692378759384155,2.063706159591675,2.0565524101257324,1.6781169176101685
228,config_45,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,3.0,24,10,WaveNet,1,24,8,1.6177794933319092,1.4162534475326538,1.4114856719970703,2.092142343521118,1.7938807010650635,1.7468211650848389
229,config_45,,,,,,,,,,,,,,,,,,,0,32.0,0.005,8.0,3.0,24,10,WaveNet,1,24,8,1.5107074975967407,1.3206161260604858,1.6401724815368652,1.9454268217086792,1.7051670551300049,1.9590204954147339
230,config_46,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.2654328996414836,1.587908933388083,1.8507696839109786,1.644444055777975,2.0384295263806234,2.288060520407789
231,config_46,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.248591494291525,1.5918731409722064,1.5776701116317156,1.6298664889382604,2.0282706088389437,1.9924371483028636
232,config_46,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.187930335342809,1.6870490289201907,1.2479144430567606,1.572304296073422,2.0925668914686573,1.641874537608464
233,config_46,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.17632283049425,1.389395428837845,1.2951998594450078,1.562954822982447,1.7962059368729406,1.670015343001806
234,config_46,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,1,1.1169203935595562,1.2109429151740592,1.4754850707962224,1.4807938352577705,1.6181794194918324,1.8279982033120081
235,config_47,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,3.0,24,10,WaveNet,1,24,1,1.5687329769134521,1.6170097589492798,1.9287503957748413,2.0229694843292236,2.010746955871582,2.337139368057251
236,config_47,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,3.0,24,10,WaveNet,1,24,1,1.4148132801055908,1.6304306983947754,1.6589579582214355,1.8189767599105835,2.068582057952881,2.0781455039978027
237,config_47,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,3.0,24,10,WaveNet,1,24,1,1.4318681955337524,1.6990715265274048,1.3842066526412964,1.8725404739379883,2.069145679473877,1.7898662090301514
238,config_47,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,3.0,24,10,WaveNet,1,24,1,1.3215000629425049,1.4996215105056763,1.4103553295135498,1.7115545272827148,1.8894027471542358,1.794051170349121
239,config_47,,,,,,,,,,,,,,,,,,,0,32.0,0.005,16.0,3.0,24,10,WaveNet,1,24,1,1.342895269393921,1.4466696977615356,1.5436530113220215,1.6917736530303955,1.8516921997070312,1.8638638257980347
240,config_48,,,gbdt,0.8,0.05,6.0,100.0,32.0,0.1,0.8,,,,,,,,,0,,,,,24,10,LGB,1,24,2,1.2716253427503388,1.5995744930286169,1.868637536934148,1.6566290969897326,2.052293867811787,2.3161404047511684
